JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460670.38944,10.1150,0.0792,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9694|CMAGINS=19.0534|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.7022|KREFMAG=12.9430|KREFERR=0.0203|COMMENT = AVERAGED,0,1.542,Z,19.0534,20.7022,,NSV 14311,AAVSO,STD,,,,
2460670.38985,10.0516,0.0959,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5073|CMAGINS=18.3217|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0258|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.545,Z,18.3217,20.0258,,NSV 14311,AAVSO,STD,,,,
2460670.39026,10.1956,0.0833,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0478|CMAGINS=19.0512|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.7169|KREFMAG=12.9430|KREFERR=0.0205|COMMENT = AVERAGED,0,1.548,Z,19.0512,20.7169,,NSV 14311,AAVSO,STD,,,,
2460670.39067,10.2234,0.1196,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6630|CMAGINS=18.3056|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0377|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.552,Z,18.3056,20.0377,,NSV 14311,AAVSO,STD,,,,
2460670.39107,10.1851,0.0741,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0246|CMAGINS=19.0385|CREFMAG=11.1990|CREFERR=0.0115|KMAGINS=20.7551|KREFMAG=12.9430|KREFERR=0.0209|COMMENT = AVERAGED,0,1.555,Z,19.0385,20.7551,,NSV 14311,AAVSO,STD,,,,
2460670.39151,10.2240,0.0959,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6598|CMAGINS=18.3018|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0443|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.558,Z,18.3018,20.0443,,NSV 14311,AAVSO,STD,,,,
2460670.39191,10.0840,0.0450,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9348|CMAGINS=19.0498|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.7650|KREFMAG=12.9430|KREFERR=0.0209|COMMENT = AVERAGED,0,1.561,Z,19.0498,20.7650,,NSV 14311,AAVSO,STD,,,,
2460670.39232,10.1533,0.0879,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5914|CMAGINS=18.3041|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0916|KREFMAG=11.5530|KREFERR=0.0148|COMMENT = AVERAGED,0,1.564,Z,18.3041,20.0916,,NSV 14311,AAVSO,STD,,,,
2460670.39273,10.0547,0.0631,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9143|CMAGINS=19.0586|CREFMAG=11.1990|CREFERR=0.0116|KMAGINS=20.7163|KREFMAG=12.9430|KREFERR=0.0204|COMMENT = AVERAGED,0,1.568,Z,19.0586,20.7163,,NSV 14311,AAVSO,STD,,,,
2460670.39314,10.0601,0.0953,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5113|CMAGINS=18.3172|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0746|KREFMAG=11.5530|KREFERR=0.0148|COMMENT = AVERAGED,0,1.571,Z,18.3172,20.0746,,NSV 14311,AAVSO,STD,,,,
2460670.39355,10.0229,0.0611,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.8947|CMAGINS=19.0708|CREFMAG=11.1990|CREFERR=0.0117|KMAGINS=20.7546|KREFMAG=12.9430|KREFERR=0.0207|COMMENT = AVERAGED,0,1.574,Z,19.0708,20.7546,,NSV 14311,AAVSO,STD,,,,
2460670.39395,10.1092,0.0895,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.5714|CMAGINS=18.3282|CREFMAG=9.8660|CREFERR=0.0083|KMAGINS=20.0643|KREFMAG=11.5530|KREFERR=0.0147|COMMENT = AVERAGED,0,1.577,Z,18.3282,20.0643,,NSV 14311,AAVSO,STD,,,,
2460670.39436,10.0802,0.0966,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=17.9642|CMAGINS=19.0830|CREFMAG=11.1990|CREFERR=0.0118|KMAGINS=20.7392|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.580,Z,19.0830,20.7392,,NSV 14311,AAVSO,STD,,,,
2460670.39477,10.1620,0.1153,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6199|CMAGINS=18.3239|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0757|KREFMAG=11.5530|KREFERR=0.0148|COMMENT = AVERAGED,0,1.584,Z,18.3239,20.0757,,NSV 14311,AAVSO,STD,,,,
2460670.39517,10.2051,0.1101,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0934|CMAGINS=19.0873|CREFMAG=11.1990|CREFERR=0.0118|KMAGINS=20.7612|KREFMAG=12.9430|KREFERR=0.0209|COMMENT = AVERAGED,0,1.587,Z,19.0873,20.7612,,NSV 14311,AAVSO,STD,,,,
2460670.39559,10.2229,0.1012,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6688|CMAGINS=18.3119|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0757|KREFMAG=11.5530|KREFERR=0.0148|COMMENT = AVERAGED,0,1.590,Z,18.3119,20.0757,,NSV 14311,AAVSO,STD,,,,
2460670.39601,10.1666,0.0835,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.0337|CMAGINS=19.0661|CREFMAG=11.1990|CREFERR=0.0117|KMAGINS=20.7601|KREFMAG=12.9430|KREFERR=0.0210|COMMENT = AVERAGED,0,1.594,Z,19.0661,20.7601,,NSV 14311,AAVSO,STD,,,,
2460670.39642,10.0235,0.0962,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.4826|CMAGINS=18.3252|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0683|KREFMAG=11.5530|KREFERR=0.0147|COMMENT = AVERAGED,0,1.597,Z,18.3252,20.0683,,NSV 14311,AAVSO,STD,,,,
2460670.39683,10.2543,0.1104,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.1426|CMAGINS=19.0873|CREFMAG=11.1990|CREFERR=0.0118|KMAGINS=20.7339|KREFMAG=12.9430|KREFERR=0.0206|COMMENT = AVERAGED,0,1.601,Z,19.0873,20.7339,,NSV 14311,AAVSO,STD,,,,
2460670.39724,10.1832,0.0900,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6312|CMAGINS=18.3139|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0618|KREFMAG=11.5530|KREFERR=0.0147|COMMENT = AVERAGED,0,1.604,Z,18.3139,20.0618,,NSV 14311,AAVSO,STD,,,,
2460670.39765,10.2350,0.0922,,B,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.1027|CMAGINS=19.0667|CREFMAG=11.1990|CREFERR=0.0117|KMAGINS=20.7702|KREFMAG=12.9430|KREFERR=0.0209|COMMENT = AVERAGED,0,1.607,Z,19.0667,20.7702,,NSV 14311,AAVSO,STD,,,,
2460670.39806,10.2136,0.1113,,V,CDZ,,000-BCQ-718,000-BPL-015,,|VMAGINS=18.6678|CMAGINS=18.3203|CREFMAG=9.8660|CREFERR=0.0082|KMAGINS=20.0344|KREFMAG=11.5530|KREFERR=0.0145|COMMENT = AVERAGED,0,1.611,Z,18.3203,20.0344,,NSV 14311,AAVSO,STD,,,,
2460673.2994,10.261,0.071,,V,CDZ,,000-BCQ-718,000-BPL-015,,IMAGES AVERAGED = 20,0,1.146,Z,18.264,19.995,,NSV 14311,AAVSO,STD,,,,
2460673.31603,10.237,0.059,,V,CDZ,,000-BCQ-718,000-BPL-015,,IMAGES AVERAGED = 20,0,1.199,Z,18.279,20.015,,NSV 14311,AAVSO,STD,,,,
2460673.33264,10.225,0.076,,V,CDZ,,000-BCQ-718,000-BPL-015,,IMAGES AVERAGED = 20,0,1.264,Z,18.284,20.026,,NSV 14311,AAVSO,STD,,,,
2460673.34915,10.25,0.097,,V,CDZ,,000-BCQ-718,000-BPL-015,,IMAGES AVERAGED = 20,0,1.341,Z,18.293,20.029,,NSV 14311,AAVSO,STD,,,,
2460673.36561,10.184,0.067,,V,CDZ,,000-BCQ-718,000-BPL-015,,IMAGES AVERAGED = 20,0,1.435,Z,18.308,20.049,,NSV 14311,AAVSO,STD,,,,
2460673.38533,10.236,0.083,,V,CDZ,,000-BCQ-718,000-BPL-015,,IMAGES AVERAGED = 20,0,1.575,Z,18.324,20.062,,NSV 14311,AAVSO,STD,,,,
