JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2453248.45,4.8,,,Vis.,CAI,M,45,48,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453258.548,4.7,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453261.458,4.5,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453263.4264,4.9,,,Vis.,RJG,,48,50,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453263.4306,4.8,,,Vis.,CAI,,45,48,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453270.568,4.7,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453289.479,5.0,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453295.461,4.7,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453316.316,4.8,,,Vis.,RJG,,45,50,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453316.3181,4.9,,,Vis.,CAI,,45,50,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453577.490,4.8,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453581.4417,4.8,,,Vis.,RJG,,48,50,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453581.4451,4.8,,,Vis.,CAI,,48,50,SA1986,,,,Z,,,,DEL SCT,,STD,,,,
2453607.548,4.9,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453621.4861,5.1,,,Vis.,RJG,L,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453621.4903,5.0,,,Vis.,CAI,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453629.550,5.0,,,Vis.,IPA,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453639.568,5.0,,,Vis.,IPA,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453664.545,5.0,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,CPZ,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,4.9,,,Vis.,EMC,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,4.9,,,Vis.,FMF,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,4.9,,,Vis.,GAH,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,HMP,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,LCY,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,LGR,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,PXA,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,REG,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,SGAS,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,SVAL,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,TDZ,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.472,5.0,,,Vis.,VAP,,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453678.479,5.0,,,Vis.,IPA,,45,50,A,,,,Z,,,,DEL SCT,,STD,,,,
2453910.4313,4.7,0,,Vis.,RJG,U,45,48,SA1986,,,0,Z,,,,DEL SCT,,STD,,,,
2453910.475,4.7,0,,Vis.,CAI,U,45,48,SA1986,,,0,Z,,,,DEL SCT,,STD,,,,
2453968.579,4.8,,,Vis.,IPA,         ,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453969.458,4.8,,,Vis.,IPA,         ,,,,,,,Z,,,,DEL SCT,,STD,,,,
2453994.458,5.0,,,Vis.,IPA,,45,52,A,,0,,Z,,,,DEL SCT,,STD,,,,
2454302.44514,4.9,,,Vis.,RJG,U,48,52,SA1986,,0,,Z,,,,DEL SCT,,STD,,,,
2454302.44861,4.8,,,Vis.,CAI,U,48,52,SA1986,,0,,Z,,,,DEL SCT,,STD,,,,
2454304.2669,4.679,0.015,,V,CRR,,,,,"""PEPHQ, Check:  6.279,                   5D MOON """,1,,Z,,,,DEL SCT,,STD,,,,
2454312.6049,4.752,0.016,,V,CRR,,,,,"""PEPHQ, Check:  6.269,                  15D MOON """,1,,Z,,,,DEL SCT,,STD,,,,
2455004.52083,4.7,,,Vis.,RJG,,42,50,SA1986,,,,Z,,,,DELTA SCT,,STD,,,,
2455004.52431,4.7,,,Vis.,CAI,,42,48,SA1986,,,,Z,,,,DELTA SCT,,STD,,,,
2455043.44097,4.6,,,Vis.,RJG,,41,49,SA1986,,,,Z,,,,DELTA SCT,,STD,,,,
2455043.44792,4.7,,,Vis.,CAI,,41,49,SA1986,,,,Z,,,,DELTA SCT,,STD,,,,
2456516.20486,4.6,,,Vis.,BJFB,,47,,12489BYH,,,,Z,,,,del Sct,AAVSO,STD,,,,
2456547.45139,4.7,,,Vis.,RJG,,40,49,1322CAL,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2456547.46181,4.8,,,Vis.,CAI,,39,49,1322CAL,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2456587.288,4.6,,,Vis.,SRBR,,,,,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2457986.43750,4.8,,,Vis.,RJG,,48,49,1322CAL,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2457986.44097,4.8,,,Vis.,CAI,,48,49,1322CAL,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2458027.49861,4.6,,,Vis.,TSAA,,42,49,X20438WC,,,,Z,,,,DEL SCT,,STD,,,,
2458528.956493,4.583,0.021,,TG,HBB,,ENSEMBLE,000-BCD-294,X24210FH,,0,2.27,Z,,4.247,,DEL SCT,,STD,,,,
2459468.56597,4.73,,,Vis.,SSHA,,47,48,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459783.65208,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459790.69444,4.53,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459791.61111,4.45,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459792.67708,4.5,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459794.62222,4.43,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459802.62153,4.6,,,Vis.,SSHA,B,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459809.58542,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459810.58333,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459811.62083,4.45,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459815.62917,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459816.58472,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459818.65972,4.57,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459820.57639,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459823.59236,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459824.57639,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459830.59063,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459832.57917,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459836.56875,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459839.61875,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459855.52778,4.4,,,Vis.,SSHA,,45,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459858.51285,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459863.59375,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459874.53333,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459875.48889,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459875.67500,4.6,,,Vis.,PJI,,42,48,A,,,,Z,,,,Del Sct,AAVSO,STD,,,,
2459876.48681,4.83,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459881.48611,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459882.53125,4.85,,,Vis.,SSHA,,49,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459885.47986,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459887.49653,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459892.48368,4.83,,,Vis.,SSHA,,49,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2459893.50764,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460153.62083,4.6,,,Vis.,SSHA,B,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460154.59167,4.5,,,Vis.,SSHA,B,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460156.66528,4.5,,,Vis.,SSHA,BU,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460160.60347,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460161.59861,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460165.65278,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460169.59722,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460173.55903,4.5,,,Vis.,SSHA,B,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460176.58993,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460179.5625,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460181.54792,4.77,,,Vis.,SSHA,B,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460188.55,4.57,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460189.55174,4.57,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460191.54097,4.57,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460192.56944,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460193.56597,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460194.67188,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460200.54688,4.53,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460201.55139,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460203.55521,4.53,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460206.51181,4.5,,,Vis.,SSHA,B,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460208.54861,4.55,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460209.51806,4.55,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460210.55694,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460211.52431,4.77,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460217.50764,4.4,,,Vis.,SSHA,,45,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460218.53472,4.8,,,Vis.,SSHA,,47,49,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460219.525,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460221.53333,4.6,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460224.50313,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460230.52431,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460242.47292,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460259.47153,4.5,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460261.48611,4.53,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460262.51181,4.53,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460264.47986,4.4,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460265.48264,4.5,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460267.47292,4.5,,,Vis.,SSHA,,42,47,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460279.4625,4.5,,,Vis.,SSHA,,47,42,X26054BAO,,,,Z,,,,DEL SCT,AAVSO,STD,,,,
2460478.3715,5.07,0.02,,B,CTIA,,ensemble,000-BCF-061,X36730AYE,Mag = average of 3 images          Mag Error = std error of the mean ,1,2.6,Z,,-16.12,,Del Sct,AAVSO,STD,,,,
2460478.3715,4.716,0.004,,V,CTIA,,ensemble,000-BCF-061,X36730AYE,Mag = average of 3 images          Mag Error = std error of the mean ,1,2.6,Z,,-15.019,,Del Sct,AAVSO,STD,,,,
2460489.4049,5.12,0.02,,B,CTIA,,ensemble,000-BCF-061,X36730AYE,Mag = average of 3 images          Mag Error = std error of the mean,1,1.6,Z,,-16.36,,Del Sct,AAVSO,STD,,,,
2460489.4049,4.763,0.001,,V,CTIA,,ensemble,000-BCF-061,X36730AYE,Mag = average of 3 images          Mag Error = std error of the mean,1,1.6,Z,,-15.620,,Del Sct,AAVSO,STD,,,,
2460492.65156,4.754,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,2.020,Z,4.681,4.921,,DEL SCT,AAVSO,STD,,,,
2460492.65260,4.770,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,2.009,Z,4.673,4.919,,DEL SCT,AAVSO,STD,,,,
2460492.65337,4.773,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,2.001,Z,4.659,4.936,,DEL SCT,AAVSO,STD,,,,
2460492.65414,4.748,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.993,Z,4.685,4.913,,DEL SCT,AAVSO,STD,,,,
2460492.65492,4.755,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.986,Z,4.685,4.905,,DEL SCT,AAVSO,STD,,,,
2460492.65569,4.757,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.978,Z,4.675,4.914,,DEL SCT,AAVSO,STD,,,,
2460492.65646,4.765,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.971,Z,4.685,4.924,,DEL SCT,AAVSO,STD,,,,
2460492.65724,4.754,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.963,Z,4.675,4.908,,DEL SCT,AAVSO,STD,,,,
2460492.65801,4.772,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.956,Z,4.664,4.907,,DEL SCT,AAVSO,STD,,,,
2460492.65879,4.748,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.949,Z,4.680,4.900,,DEL SCT,AAVSO,STD,,,,
2460492.65956,4.761,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.942,Z,4.669,4.910,,DEL SCT,AAVSO,STD,,,,
2460492.66033,4.772,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.935,Z,4.663,4.900,,DEL SCT,AAVSO,STD,,,,
2460492.66111,4.754,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.928,Z,4.676,4.886,,DEL SCT,AAVSO,STD,,,,
2460492.66188,4.758,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.921,Z,4.670,4.900,,DEL SCT,AAVSO,STD,,,,
2460492.66266,4.753,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.915,Z,4.676,4.902,,DEL SCT,AAVSO,STD,,,,
2460492.66343,4.751,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.908,Z,4.670,4.901,,DEL SCT,AAVSO,STD,,,,
2460492.66420,4.752,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.902,Z,4.672,4.899,,DEL SCT,AAVSO,STD,,,,
2460492.66498,4.746,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.896,Z,4.676,4.905,,DEL SCT,AAVSO,STD,,,,
2460492.66575,4.778,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.889,Z,4.644,4.900,,DEL SCT,AAVSO,STD,,,,
2460492.66652,4.762,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.883,Z,4.671,4.903,,DEL SCT,AAVSO,STD,,,,
2460492.66730,4.767,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.877,Z,4.669,4.906,,DEL SCT,AAVSO,STD,,,,
2460492.66807,4.762,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.871,Z,4.670,4.892,,DEL SCT,AAVSO,STD,,,,
2460492.66884,4.774,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.865,Z,4.661,4.896,,DEL SCT,AAVSO,STD,,,,
2460492.66962,4.773,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.860,Z,4.665,4.887,,DEL SCT,AAVSO,STD,,,,
2460492.67039,4.761,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.854,Z,4.669,4.886,,DEL SCT,AAVSO,STD,,,,
2460492.67116,4.772,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.848,Z,4.659,4.884,,DEL SCT,AAVSO,STD,,,,
2460492.67194,4.777,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.843,Z,4.655,4.902,,DEL SCT,AAVSO,STD,,,,
2460492.67271,4.786,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.837,Z,4.651,4.912,,DEL SCT,AAVSO,STD,,,,
2460492.67348,4.774,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.832,Z,4.656,4.901,,DEL SCT,AAVSO,STD,,,,
2460492.67426,4.761,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.827,Z,4.659,4.901,,DEL SCT,AAVSO,STD,,,,
2460492.67503,4.768,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.822,Z,4.665,4.894,,DEL SCT,AAVSO,STD,,,,
2460492.67580,4.794,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.817,Z,4.660,4.889,,DEL SCT,AAVSO,STD,,,,
2460492.67658,4.785,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.812,Z,4.657,4.887,,DEL SCT,AAVSO,STD,,,,
2460492.67735,4.779,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.807,Z,4.658,4.883,,DEL SCT,AAVSO,STD,,,,
2460492.67812,4.762,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.802,Z,4.661,4.887,,DEL SCT,AAVSO,STD,,,,
2460492.67890,4.775,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.797,Z,4.656,4.873,,DEL SCT,AAVSO,STD,,,,
2460492.67967,4.785,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.792,Z,4.656,4.893,,DEL SCT,AAVSO,STD,,,,
2460492.68044,4.792,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.788,Z,4.652,4.887,,DEL SCT,AAVSO,STD,,,,
2460492.68122,4.755,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.783,Z,4.655,4.874,,DEL SCT,AAVSO,STD,,,,
2460492.68199,4.783,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.779,Z,4.658,4.881,,DEL SCT,AAVSO,STD,,,,
2460492.68276,4.770,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.774,Z,4.663,4.883,,DEL SCT,AAVSO,STD,,,,
2460492.68354,4.789,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.770,Z,4.642,4.874,,DEL SCT,AAVSO,STD,,,,
2460492.68431,4.781,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.766,Z,4.653,4.877,,DEL SCT,AAVSO,STD,,,,
2460492.68509,4.764,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.761,Z,4.666,4.872,,DEL SCT,AAVSO,STD,,,,
2460492.68586,4.792,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.757,Z,4.656,4.873,,DEL SCT,AAVSO,STD,,,,
2460492.68663,4.789,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.753,Z,4.653,4.882,,DEL SCT,AAVSO,STD,,,,
2460492.68741,4.785,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.749,Z,4.643,4.877,,DEL SCT,AAVSO,STD,,,,
2460492.68818,4.791,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.745,Z,4.649,4.886,,DEL SCT,AAVSO,STD,,,,
2460492.68895,4.802,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.741,Z,4.637,4.857,,DEL SCT,AAVSO,STD,,,,
2460492.68974,4.785,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.737,Z,4.645,4.869,,DEL SCT,AAVSO,STD,,,,
2460492.69054,4.774,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.734,Z,4.658,4.878,,DEL SCT,AAVSO,STD,,,,
2460492.69132,4.788,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.730,Z,4.644,4.870,,DEL SCT,AAVSO,STD,,,,
2460492.69209,4.775,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.726,Z,4.656,4.892,,DEL SCT,AAVSO,STD,,,,
2460492.69286,4.767,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.723,Z,4.655,4.878,,DEL SCT,AAVSO,STD,,,,
2460492.69364,4.764,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.719,Z,4.654,4.885,,DEL SCT,AAVSO,STD,,,,
2460492.69441,4.755,0.002,,V,SNE,,000-BCC-228,000-BCD-052,X36858C,105MM TELEPHOTO ST-8MXE,0,1.716,Z,4.668,4.871,,DEL SCT,AAVSO,STD,,,,
